 
****************************************
Report : power
        -cell
        -analysis_effort low
        -sort_mode cell_internal_power
Design : SIPISOALU_generic_nbit32
Version: Z-2007.03-SP1
Date   : Thu Apr 28 12:12:25 2016
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /home/mariagrazia.graziano/do/libnangate/NangateOpenCellLibrary_typical_ecsm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
SIPISOALU_generic_nbit32
                       5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      h  -  Hierarchical cell

                        Cell      Driven Net  Tot Dynamic      Cell
                        Internal  Switching   Power            Leakage
Cell                    Power     Power       (% Cell/Tot)     Power      Attrs
--------------------------------------------------------------------------------
U322                       0.0000    0.0000      0.000 (N/A)     66.8645   
U323                       0.0000    0.0000      0.000 (N/A)      3.5013   
U324                       0.0000    0.0000      0.000 (N/A)     66.8645   
U325                       0.0000    0.0000      0.000 (N/A)      3.5014   
U326                       0.0000    0.0000      0.000 (N/A)     66.8645   
U327                       0.0000    0.0000      0.000 (N/A)      3.5016   
U328                       0.0000    0.0000      0.000 (N/A)     66.8645   
U329                       0.0000    0.0000      0.000 (N/A)      3.5009   
U330                       0.0000    0.0000      0.000 (N/A)     66.8645   
U331                       0.0000    0.0000      0.000 (N/A)      3.5022   
U332                       0.0000    0.0000      0.000 (N/A)     66.8645   
U333                       0.0000    0.0000      0.000 (N/A)      3.5012   
U334                       0.0000    0.0000      0.000 (N/A)     66.8645   
U335                       0.0000    0.0000      0.000 (N/A)      3.5016   
U336                       0.0000    0.0000      0.000 (N/A)     66.8645   
U337                       0.0000    0.0000      0.000 (N/A)      3.5013   
U338                       0.0000    0.0000      0.000 (N/A)     66.8645   
U339                       0.0000    0.0000      0.000 (N/A)      3.5012   
U340                       0.0000    0.0000      0.000 (N/A)     66.8645   
U341                       0.0000    0.0000      0.000 (N/A)      3.5017   
U342                       0.0000    0.0000      0.000 (N/A)     66.8645   
U343                       0.0000    0.0000      0.000 (N/A)      3.5011   
U344                       0.0000    0.0000      0.000 (N/A)     66.8645   
U345                       0.0000    0.0000      0.000 (N/A)      3.5016   
U346                       0.0000    0.0000      0.000 (N/A)     66.8645   
U347                       0.0000    0.0000      0.000 (N/A)      3.5022   
U348                       0.0000    0.0000      0.000 (N/A)     66.8645   
U349                       0.0000    0.0000      0.000 (N/A)      3.5016   
